"","Date","Time","Direction","CyclistCount","IsWeekday","Max_TemperatureF","PrecipitationIn","daynum"
"113",2012-10-04,"16"," NB",161,TRUE,64,0,277
"114",2012-10-04,"17"," NB",353,TRUE,64,0,277
"115",2012-10-04,"18"," NB",241,TRUE,64,0,277
"116",2012-10-04,"19"," NB",107,TRUE,64,0,277
"117",2012-10-04,"20"," NB",56,TRUE,64,0,277
"118",2012-10-04,"21"," NB",39,TRUE,64,0,277
"119",2012-10-04,"22"," NB",21,TRUE,64,0,277
"120",2012-10-04,"23"," NB",30,TRUE,64,0,277
"121",2012-10-04,"0"," SB",7,TRUE,64,0,277
"122",2012-10-04,"1"," SB",3,TRUE,64,0,277
"123",2012-10-04,"2"," SB",3,TRUE,64,0,277
"124",2012-10-04,"3"," SB",0,TRUE,64,0,277
"125",2012-10-04,"4"," SB",7,TRUE,64,0,277
"126",2012-10-04,"5"," SB",15,TRUE,64,0,277
"127",2012-10-04,"6"," SB",91,TRUE,64,0,277
"128",2012-10-04,"7"," SB",230,TRUE,64,0,277
"129",2012-10-04,"8"," SB",284,TRUE,64,0,277
"130",2012-10-04,"9"," SB",147,TRUE,64,0,277
"131",2012-10-04,"10"," SB",67,TRUE,64,0,277
"132",2012-10-04,"11"," SB",53,TRUE,64,0,277
"133",2012-10-04,"12"," SB",54,TRUE,64,0,277
"134",2012-10-04,"13"," SB",55,TRUE,64,0,277
"135",2012-10-04,"14"," SB",63,TRUE,64,0,277
"136",2012-10-04,"15"," SB",73,TRUE,64,0,277
"137",2012-10-04,"16"," SB",114,TRUE,64,0,277
"138",2012-10-04,"17"," SB",154,TRUE,64,0,277
"139",2012-10-04,"18"," SB",137,TRUE,64,0,277
"140",2012-10-04,"19"," SB",57,TRUE,64,0,277
"141",2012-10-04,"20"," SB",27,TRUE,64,0,277
"142",2012-10-04,"21"," SB",31,TRUE,64,0,277
"143",2012-10-04,"22"," SB",25,TRUE,64,0,277
"144",2012-10-04,"23"," SB",11,TRUE,64,0,277
"145",2012-10-05,"0"," NB",7,TRUE,70,0,278
"146",2012-10-05,"1"," NB",4,TRUE,70,0,278
"147",2012-10-05,"2"," NB",3,TRUE,70,0,278
"148",2012-10-05,"3"," NB",2,TRUE,70,0,278
"149",2012-10-05,"4"," NB",2,TRUE,70,0,278
"150",2012-10-05,"5"," NB",7,TRUE,70,0,278
"151",2012-10-05,"6"," NB",37,TRUE,70,0,278
"152",2012-10-05,"7"," NB",101,TRUE,70,0,278
"153",2012-10-05,"8"," NB",119,TRUE,70,0,278
"154",2012-10-05,"9"," NB",81,TRUE,70,0,278
"155",2012-10-05,"10"," NB",48,TRUE,70,0,278
"156",2012-10-05,"11"," NB",61,TRUE,70,0,278
"157",2012-10-05,"12"," NB",46,TRUE,70,0,278
"158",2012-10-05,"13"," NB",50,TRUE,70,0,278
"159",2012-10-05,"14"," NB",62,TRUE,70,0,278
"160",2012-10-05,"15"," NB",84,TRUE,70,0,278
"161",2012-10-05,"16"," NB",190,TRUE,70,0,278
"162",2012-10-05,"17"," NB",290,TRUE,70,0,278
"163",2012-10-05,"18"," NB",209,TRUE,70,0,278
"164",2012-10-05,"19"," NB",73,TRUE,70,0,278
"165",2012-10-05,"20"," NB",41,TRUE,70,0,278
"166",2012-10-05,"21"," NB",31,TRUE,70,0,278
"167",2012-10-05,"22"," NB",26,TRUE,70,0,278
"168",2012-10-05,"23"," NB",16,TRUE,70,0,278
"169",2012-10-05,"0"," SB",4,TRUE,70,0,278
"170",2012-10-05,"1"," SB",4,TRUE,70,0,278
"171",2012-10-05,"2"," SB",4,TRUE,70,0,278
"172",2012-10-05,"3"," SB",2,TRUE,70,0,278
"173",2012-10-05,"4"," SB",7,TRUE,70,0,278
"174",2012-10-05,"5"," SB",18,TRUE,70,0,278
"175",2012-10-05,"6"," SB",68,TRUE,70,0,278
"176",2012-10-05,"7"," SB",218,TRUE,70,0,278
"177",2012-10-05,"8"," SB",251,TRUE,70,0,278
"178",2012-10-05,"9"," SB",131,TRUE,70,0,278
"179",2012-10-05,"10"," SB",71,TRUE,70,0,278
"180",2012-10-05,"11"," SB",43,TRUE,70,0,278
"181",2012-10-05,"12"," SB",55,TRUE,70,0,278
"182",2012-10-05,"13"," SB",62,TRUE,70,0,278
"183",2012-10-05,"14"," SB",63,TRUE,70,0,278
"184",2012-10-05,"15"," SB",80,TRUE,70,0,278
"185",2012-10-05,"16"," SB",120,TRUE,70,0,278
"186",2012-10-05,"17"," SB",144,TRUE,70,0,278
"187",2012-10-05,"18"," SB",107,TRUE,70,0,278
"188",2012-10-05,"19"," SB",42,TRUE,70,0,278
"189",2012-10-05,"20"," SB",27,TRUE,70,0,278
"190",2012-10-05,"21"," SB",11,TRUE,70,0,278
"191",2012-10-05,"22"," SB",10,TRUE,70,0,278
"192",2012-10-05,"23"," SB",16,TRUE,70,0,278
"193",2012-10-06,"0"," NB",7,FALSE,71,0,279
"194",2012-10-06,"1"," NB",5,FALSE,71,0,279
"195",2012-10-06,"2"," NB",2,FALSE,71,0,279
"196",2012-10-06,"3"," NB",2,FALSE,71,0,279
"197",2012-10-06,"4"," NB",1,FALSE,71,0,279
"198",2012-10-06,"5"," NB",2,FALSE,71,0,279
"199",2012-10-06,"6"," NB",15,FALSE,71,0,279
"200",2012-10-06,"7"," NB",16,FALSE,71,0,279
"201",2012-10-06,"8"," NB",47,FALSE,71,0,279
"202",2012-10-06,"9"," NB",55,FALSE,71,0,279
"203",2012-10-06,"10"," NB",47,FALSE,71,0,279
"204",2012-10-06,"11"," NB",48,FALSE,71,0,279
"205",2012-10-06,"12"," NB",73,FALSE,71,0,279
"206",2012-10-06,"13"," NB",82,FALSE,71,0,279
"207",2012-10-06,"14"," NB",114,FALSE,71,0,279
"208",2012-10-06,"15"," NB",96,FALSE,71,0,279
"209",2012-10-06,"16"," NB",76,FALSE,71,0,279
"210",2012-10-06,"17"," NB",73,FALSE,71,0,279
"211",2012-10-06,"18"," NB",55,FALSE,71,0,279
"212",2012-10-06,"19"," NB",38,FALSE,71,0,279
"213",2012-10-06,"20"," NB",18,FALSE,71,0,279
"214",2012-10-06,"21"," NB",15,FALSE,71,0,279
"215",2012-10-06,"22"," NB",20,FALSE,71,0,279
"216",2012-10-06,"23"," NB",19,FALSE,71,0,279
"217",2012-10-06,"0"," SB",8,FALSE,71,0,279
"218",2012-10-06,"1"," SB",10,FALSE,71,0,279
"219",2012-10-06,"2"," SB",7,FALSE,71,0,279
"220",2012-10-06,"3"," SB",1,FALSE,71,0,279
"221",2012-10-06,"4"," SB",4,FALSE,71,0,279
"222",2012-10-06,"5"," SB",3,FALSE,71,0,279
"223",2012-10-06,"6"," SB",12,FALSE,71,0,279
"224",2012-10-06,"7"," SB",17,FALSE,71,0,279
"225",2012-10-06,"8"," SB",58,FALSE,71,0,279
"226",2012-10-06,"9"," SB",59,FALSE,71,0,279
"227",2012-10-06,"10"," SB",68,FALSE,71,0,279
"228",2012-10-06,"11"," SB",76,FALSE,71,0,279
"229",2012-10-06,"12"," SB",91,FALSE,71,0,279
"230",2012-10-06,"13"," SB",95,FALSE,71,0,279
"231",2012-10-06,"14"," SB",89,FALSE,71,0,279
"232",2012-10-06,"15"," SB",115,FALSE,71,0,279
"233",2012-10-06,"16"," SB",107,FALSE,71,0,279
"234",2012-10-06,"17"," SB",107,FALSE,71,0,279
"235",2012-10-06,"18"," SB",41,FALSE,71,0,279
"236",2012-10-06,"19"," SB",40,FALSE,71,0,279
"237",2012-10-06,"20"," SB",25,FALSE,71,0,279
"238",2012-10-06,"21"," SB",18,FALSE,71,0,279
"239",2012-10-06,"22"," SB",14,FALSE,71,0,279
"240",2012-10-06,"23"," SB",15,FALSE,71,0,279
"241",2012-10-07,"0"," NB",5,FALSE,72,0,280
"242",2012-10-07,"1"," NB",5,FALSE,72,0,280
"243",2012-10-07,"2"," NB",1,FALSE,72,0,280
"244",2012-10-07,"3"," NB",2,FALSE,72,0,280
"245",2012-10-07,"4"," NB",2,FALSE,72,0,280
"246",2012-10-07,"5"," NB",3,FALSE,72,0,280
"247",2012-10-07,"6"," NB",8,FALSE,72,0,280
"248",2012-10-07,"7"," NB",12,FALSE,72,0,280
"249",2012-10-07,"8"," NB",26,FALSE,72,0,280
"250",2012-10-07,"9"," NB",36,FALSE,72,0,280
"251",2012-10-07,"10"," NB",41,FALSE,72,0,280
"252",2012-10-07,"11"," NB",71,FALSE,72,0,280
"253",2012-10-07,"12"," NB",91,FALSE,72,0,280
"254",2012-10-07,"13"," NB",99,FALSE,72,0,280
"255",2012-10-07,"14"," NB",115,FALSE,72,0,280
"256",2012-10-07,"15"," NB",109,FALSE,72,0,280
"257",2012-10-07,"16"," NB",93,FALSE,72,0,280
"258",2012-10-07,"17"," NB",73,FALSE,72,0,280
"259",2012-10-07,"18"," NB",45,FALSE,72,0,280
"260",2012-10-07,"19"," NB",23,FALSE,72,0,280
"261",2012-10-07,"20"," NB",36,FALSE,72,0,280
"262",2012-10-07,"21"," NB",35,FALSE,72,0,280
"263",2012-10-07,"22"," NB",9,FALSE,72,0,280
"264",2012-10-07,"23"," NB",11,FALSE,72,0,280
"265",2012-10-07,"0"," SB",6,FALSE,72,0,280
"266",2012-10-07,"1"," SB",12,FALSE,72,0,280
"267",2012-10-07,"2"," SB",2,FALSE,72,0,280
"268",2012-10-07,"3"," SB",4,FALSE,72,0,280
"269",2012-10-07,"4"," SB",1,FALSE,72,0,280
"270",2012-10-07,"5"," SB",6,FALSE,72,0,280
"271",2012-10-07,"6"," SB",9,FALSE,72,0,280
"272",2012-10-07,"7"," SB",14,FALSE,72,0,280
"273",2012-10-07,"8"," SB",43,FALSE,72,0,280
"274",2012-10-07,"9"," SB",67,FALSE,72,0,280
"275",2012-10-07,"10"," SB",67,FALSE,72,0,280
"276",2012-10-07,"11"," SB",94,FALSE,72,0,280
"277",2012-10-07,"12"," SB",100,FALSE,72,0,280
"278",2012-10-07,"13"," SB",129,FALSE,72,0,280
"279",2012-10-07,"14"," SB",126,FALSE,72,0,280
"280",2012-10-07,"15"," SB",122,FALSE,72,0,280
"281",2012-10-07,"16"," SB",132,FALSE,72,0,280
"282",2012-10-07,"17"," SB",118,FALSE,72,0,280
"283",2012-10-07,"18"," SB",68,FALSE,72,0,280
"284",2012-10-07,"19"," SB",26,FALSE,72,0,280
"285",2012-10-07,"20"," SB",19,FALSE,72,0,280
"286",2012-10-07,"21"," SB",12,FALSE,72,0,280
"287",2012-10-07,"22"," SB",9,FALSE,72,0,280
"288",2012-10-07,"23"," SB",5,FALSE,72,0,280
"289",2012-10-08,"0"," NB",5,TRUE,71,0,281
"290",2012-10-08,"1"," NB",2,TRUE,71,0,281
"291",2012-10-08,"2"," NB",0,TRUE,71,0,281
"292",2012-10-08,"3"," NB",4,TRUE,71,0,281
"293",2012-10-08,"4"," NB",2,TRUE,71,0,281
"294",2012-10-08,"5"," NB",7,TRUE,71,0,281
"295",2012-10-08,"6"," NB",48,TRUE,71,0,281
"296",2012-10-08,"7"," NB",94,TRUE,71,0,281
"297",2012-10-08,"8"," NB",153,TRUE,71,0,281
"298",2012-10-08,"9"," NB",104,TRUE,71,0,281
"299",2012-10-08,"10"," NB",44,TRUE,71,0,281
"300",2012-10-08,"11"," NB",44,TRUE,71,0,281
"301",2012-10-08,"12"," NB",55,TRUE,71,0,281
"302",2012-10-08,"13"," NB",44,TRUE,71,0,281
"303",2012-10-08,"14"," NB",62,TRUE,71,0,281
"304",2012-10-08,"15"," NB",75,TRUE,71,0,281
"305",2012-10-08,"16"," NB",135,TRUE,71,0,281
"306",2012-10-08,"17"," NB",390,TRUE,71,0,281
"307",2012-10-08,"18"," NB",226,TRUE,71,0,281
"308",2012-10-08,"19"," NB",95,TRUE,71,0,281
"309",2012-10-08,"20"," NB",57,TRUE,71,0,281
"310",2012-10-08,"21"," NB",35,TRUE,71,0,281
"311",2012-10-08,"22"," NB",14,TRUE,71,0,281
"312",2012-10-08,"23"," NB",13,TRUE,71,0,281
"313",2012-10-08,"0"," SB",4,TRUE,71,0,281
"314",2012-10-08,"1"," SB",2,TRUE,71,0,281
"315",2012-10-08,"2"," SB",5,TRUE,71,0,281
"316",2012-10-08,"3"," SB",1,TRUE,71,0,281
"317",2012-10-08,"4"," SB",3,TRUE,71,0,281
"318",2012-10-08,"5"," SB",16,TRUE,71,0,281
"319",2012-10-08,"6"," SB",89,TRUE,71,0,281
"320",2012-10-08,"7"," SB",233,TRUE,71,0,281
"321",2012-10-08,"8"," SB",304,TRUE,71,0,281
"322",2012-10-08,"9"," SB",174,TRUE,71,0,281
"323",2012-10-08,"10"," SB",53,TRUE,71,0,281
"324",2012-10-08,"11"," SB",55,TRUE,71,0,281
"325",2012-10-08,"12"," SB",53,TRUE,71,0,281
"326",2012-10-08,"13"," SB",52,TRUE,71,0,281
"327",2012-10-08,"14"," SB",59,TRUE,71,0,281
"328",2012-10-08,"15"," SB",92,TRUE,71,0,281
"329",2012-10-08,"16"," SB",117,TRUE,71,0,281
"330",2012-10-08,"17"," SB",214,TRUE,71,0,281
"331",2012-10-08,"18"," SB",139,TRUE,71,0,281
"332",2012-10-08,"19"," SB",73,TRUE,71,0,281
"333",2012-10-08,"20"," SB",37,TRUE,71,0,281
"334",2012-10-08,"21"," SB",28,TRUE,71,0,281
"335",2012-10-08,"22"," SB",15,TRUE,71,0,281
"336",2012-10-08,"23"," SB",11,TRUE,71,0,281
"337",2012-10-09,"0"," NB",4,TRUE,60,0,282
"338",2012-10-09,"1"," NB",2,TRUE,60,0,282
"339",2012-10-09,"2"," NB",2,TRUE,60,0,282
"340",2012-10-09,"3"," NB",3,TRUE,60,0,282
"341",2012-10-09,"4"," NB",5,TRUE,60,0,282
"342",2012-10-09,"5"," NB",9,TRUE,60,0,282
"343",2012-10-09,"6"," NB",50,TRUE,60,0,282
"344",2012-10-09,"7"," NB",110,TRUE,60,0,282
"345",2012-10-09,"8"," NB",145,TRUE,60,0,282
"346",2012-10-09,"9"," NB",112,TRUE,60,0,282
"347",2012-10-09,"10"," NB",36,TRUE,60,0,282
"348",2012-10-09,"11"," NB",45,TRUE,60,0,282
"349",2012-10-09,"12"," NB",40,TRUE,60,0,282
"350",2012-10-09,"13"," NB",37,TRUE,60,0,282
"351",2012-10-09,"14"," NB",54,TRUE,60,0,282
"352",2012-10-09,"15"," NB",72,TRUE,60,0,282
"353",2012-10-09,"16"," NB",149,TRUE,60,0,282
"354",2012-10-09,"17"," NB",400,TRUE,60,0,282
"355",2012-10-09,"18"," NB",244,TRUE,60,0,282
"356",2012-10-09,"19"," NB",105,TRUE,60,0,282
"357",2012-10-09,"20"," NB",53,TRUE,60,0,282
"358",2012-10-09,"21"," NB",34,TRUE,60,0,282
"359",2012-10-09,"22"," NB",17,TRUE,60,0,282
"360",2012-10-09,"23"," NB",14,TRUE,60,0,282
"361",2012-10-09,"0"," SB",8,TRUE,60,0,282
"362",2012-10-09,"1"," SB",1,TRUE,60,0,282
"363",2012-10-09,"2"," SB",2,TRUE,60,0,282
"364",2012-10-09,"3"," SB",5,TRUE,60,0,282
"365",2012-10-09,"4"," SB",4,TRUE,60,0,282
"366",2012-10-09,"5"," SB",22,TRUE,60,0,282
"367",2012-10-09,"6"," SB",103,TRUE,60,0,282
"368",2012-10-09,"7"," SB",258,TRUE,60,0,282
"369",2012-10-09,"8"," SB",317,TRUE,60,0,282
"370",2012-10-09,"9"," SB",163,TRUE,60,0,282
"371",2012-10-09,"10"," SB",58,TRUE,60,0,282
"372",2012-10-09,"11"," SB",29,TRUE,60,0,282
"373",2012-10-09,"12"," SB",37,TRUE,60,0,282
"374",2012-10-09,"13"," SB",46,TRUE,60,0,282
"375",2012-10-09,"14"," SB",54,TRUE,60,0,282
"376",2012-10-09,"15"," SB",62,TRUE,60,0,282
"377",2012-10-09,"16"," SB",95,TRUE,60,0,282
"378",2012-10-09,"17"," SB",197,TRUE,60,0,282
"379",2012-10-09,"18"," SB",152,TRUE,60,0,282
"380",2012-10-09,"19"," SB",58,TRUE,60,0,282
"381",2012-10-09,"20"," SB",32,TRUE,60,0,282
"382",2012-10-09,"21"," SB",30,TRUE,60,0,282
"383",2012-10-09,"22"," SB",17,TRUE,60,0,282
"384",2012-10-09,"23"," SB",9,TRUE,60,0,282
"385",2012-10-10,"0"," NB",7,TRUE,55,0,283
"386",2012-10-10,"1"," NB",2,TRUE,55,0,283
"387",2012-10-10,"2"," NB",0,TRUE,55,0,283
"388",2012-10-10,"3"," NB",3,TRUE,55,0,283
"389",2012-10-10,"4"," NB",2,TRUE,55,0,283
"390",2012-10-10,"5"," NB",9,TRUE,55,0,283
"391",2012-10-10,"6"," NB",40,TRUE,55,0,283
"392",2012-10-10,"7"," NB",95,TRUE,55,0,283
"393",2012-10-10,"8"," NB",133,TRUE,55,0,283
"394",2012-10-10,"9"," NB",99,TRUE,55,0,283
"395",2012-10-10,"10"," NB",44,TRUE,55,0,283
"396",2012-10-10,"11"," NB",21,TRUE,55,0,283
"397",2012-10-10,"12"," NB",40,TRUE,55,0,283
"398",2012-10-10,"13"," NB",48,TRUE,55,0,283
"399",2012-10-10,"14"," NB",39,TRUE,55,0,283
"400",2012-10-10,"15"," NB",65,TRUE,55,0,283
"401",2012-10-10,"16"," NB",128,TRUE,55,0,283
"402",2012-10-10,"17"," NB",377,TRUE,55,0,283
"403",2012-10-10,"18"," NB",215,TRUE,55,0,283
"404",2012-10-10,"19"," NB",94,TRUE,55,0,283
"405",2012-10-10,"20"," NB",56,TRUE,55,0,283
"406",2012-10-10,"21"," NB",38,TRUE,55,0,283
"407",2012-10-10,"22"," NB",19,TRUE,55,0,283
"408",2012-10-10,"23"," NB",13,TRUE,55,0,283
"409",2012-10-10,"0"," SB",8,TRUE,55,0,283
"410",2012-10-10,"1"," SB",1,TRUE,55,0,283
"411",2012-10-10,"2"," SB",3,TRUE,55,0,283
"412",2012-10-10,"3"," SB",1,TRUE,55,0,283
"413",2012-10-10,"4"," SB",3,TRUE,55,0,283
"414",2012-10-10,"5"," SB",16,TRUE,55,0,283
"415",2012-10-10,"6"," SB",109,TRUE,55,0,283
"416",2012-10-10,"7"," SB",245,TRUE,55,0,283
"417",2012-10-10,"8"," SB",302,TRUE,55,0,283
"418",2012-10-10,"9"," SB",156,TRUE,55,0,283
"419",2012-10-10,"10"," SB",53,TRUE,55,0,283
"420",2012-10-10,"11"," SB",34,TRUE,55,0,283
"421",2012-10-10,"12"," SB",47,TRUE,55,0,283
"422",2012-10-10,"13"," SB",46,TRUE,55,0,283
"423",2012-10-10,"14"," SB",54,TRUE,55,0,283
"424",2012-10-10,"15"," SB",65,TRUE,55,0,283
"425",2012-10-10,"16"," SB",102,TRUE,55,0,283
"426",2012-10-10,"17"," SB",155,TRUE,55,0,283
"427",2012-10-10,"18"," SB",116,TRUE,55,0,283
"428",2012-10-10,"19"," SB",51,TRUE,55,0,283
"429",2012-10-10,"20"," SB",30,TRUE,55,0,283
"430",2012-10-10,"21"," SB",24,TRUE,55,0,283
"431",2012-10-10,"22"," SB",17,TRUE,55,0,283
"432",2012-10-10,"23"," SB",10,TRUE,55,0,283
"433",2012-10-11,"0"," NB",14,TRUE,55,0,284
"434",2012-10-11,"1"," NB",6,TRUE,55,0,284
"435",2012-10-11,"2"," NB",5,TRUE,55,0,284
"436",2012-10-11,"3"," NB",2,TRUE,55,0,284
"437",2012-10-11,"4"," NB",1,TRUE,55,0,284
"438",2012-10-11,"5"," NB",12,TRUE,55,0,284
"439",2012-10-11,"6"," NB",41,TRUE,55,0,284
"440",2012-10-11,"7"," NB",79,TRUE,55,0,284
"441",2012-10-11,"8"," NB",122,TRUE,55,0,284
"442",2012-10-11,"9"," NB",48,TRUE,55,0,284
"443",2012-10-11,"10"," NB",0,TRUE,55,0,284
"444",2012-10-11,"11"," NB",5,TRUE,55,0,284
"445",2012-10-11,"12"," NB",37,TRUE,55,0,284
"446",2012-10-11,"13"," NB",58,TRUE,55,0,284
"447",2012-10-11,"14"," NB",56,TRUE,55,0,284
"448",2012-10-11,"15"," NB",69,TRUE,55,0,284
"449",2012-10-11,"16"," NB",135,TRUE,55,0,284
"450",2012-10-11,"17"," NB",360,TRUE,55,0,284
"451",2012-10-11,"18"," NB",186,TRUE,55,0,284
"452",2012-10-11,"19"," NB",92,TRUE,55,0,284
"453",2012-10-11,"20"," NB",60,TRUE,55,0,284
"454",2012-10-11,"21"," NB",45,TRUE,55,0,284
"455",2012-10-11,"22"," NB",19,TRUE,55,0,284
"456",2012-10-11,"23"," NB",16,TRUE,55,0,284
"457",2012-10-11,"0"," SB",7,TRUE,55,0,284
"458",2012-10-11,"1"," SB",4,TRUE,55,0,284
"459",2012-10-11,"2"," SB",8,TRUE,55,0,284
"460",2012-10-11,"3"," SB",0,TRUE,55,0,284
"461",2012-10-11,"4"," SB",11,TRUE,55,0,284
"462",2012-10-11,"5"," SB",0,TRUE,55,0,284
"463",2012-10-11,"6"," SB",2,TRUE,55,0,284
